ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,-5,7,12,30.48,12.96,,Philadelphia Jr Flyers 14U AAA,OZ play,1
2,10,22,12,50.23,16.7,,Philadelphia Jr Flyers 14U AAA,OZ play,1
3,10,22,12,50.23,16.7,,Philadelphia Jr Flyers 14U AAA,Shots,1
4,39,51,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
5,62,74,12,18.33,25.15,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
6,108,120,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
7,111,123,12,47.21,10.91,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
8,111,123,12,47.21,10.91,,Pittsburgh Penguins Elite 14U Girls,Shots,1
9,167,179,12,48.03,18.79,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
10,167,179,12,48.03,18.79,,Pittsburgh Penguins Elite 14U Girls,Shots,1
11,171,183,12,52.43,13.57,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
12,171,183,12,52.43,13.57,,Pittsburgh Penguins Elite 14U Girls,Shots,1
13,191,203,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
14,198,210,12,53.63,8.54,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
15,198,210,12,53.63,8.54,,Pittsburgh Penguins Elite 14U Girls,Shots,1
16,215,227,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
17,220,232,12,41.98,20.41,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
18,220,232,12,41.98,20.41,,Pittsburgh Penguins Elite 14U Girls,Shots,1
19,222,234,12,52.8,13.38,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
20,222,234,12,52.8,13.38,,Pittsburgh Penguins Elite 14U Girls,Shots,1
21,232,244,12,53.72,7.21,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
22,232,244,12,53.72,7.21,,Pittsburgh Penguins Elite 14U Girls,Shots,1
23,292,304,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
24,295,307,12,41.89,23.06,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
25,295,307,12,41.89,23.06,,Pittsburgh Penguins Elite 14U Girls,Shots,1
26,300,312,12,49.96,5.98,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
27,300,312,12,49.96,5.98,,Pittsburgh Penguins Elite 14U Girls,Shots,1
28,321,333,12,44.55,7.5,,Philadelphia Jr Flyers 14U AAA,OZ play,1
29,321,333,12,44.55,7.5,,Philadelphia Jr Flyers 14U AAA,Shots,1
30,390,402,12,54.18,13,,Philadelphia Jr Flyers 14U AAA,OZ play,1
31,390,402,12,54.18,13,,Philadelphia Jr Flyers 14U AAA,Shots,1
32,410,422,12,41.98,3.51,,Philadelphia Jr Flyers 14U AAA,OZ play,1
33,410,422,12,51.51,19.67,,Philadelphia Jr Flyers 14U AAA,OZ play,1
34,415,427,12,41.98,3.51,,Philadelphia Jr Flyers 14U AAA,OZ play,1
35,415,427,12,41.98,3.51,,Philadelphia Jr Flyers 14U AAA,Shots,1
36,430,442,12,2.75,3.51,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
37,575,587,12,41.22,10.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
38,575,587,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
39,579,591,12,41.22,10.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
40,579,591,12,41.22,10.49,,Pittsburgh Penguins Elite 14U Girls,Shots,1
41,587,599,12,45.65,6.26,,Philadelphia Jr Flyers 14U AAA,OZ play,1
42,587,599,12,45.65,6.26,,Philadelphia Jr Flyers 14U AAA,Shots,1
43,611,623,12,51.51,6.25,,Philadelphia Jr Flyers 14U AAA,OZ play,1
44,642,654,12,41.71,4.27,,Philadelphia Jr Flyers 14U AAA,OZ play,1
45,642,654,12,41.71,4.27,,Philadelphia Jr Flyers 14U AAA,Shots,1
46,643,655,12,41.53,1.61,,Philadelphia Jr Flyers 14U AAA,OZ play,1
47,643,655,12,41.53,1.61,,Philadelphia Jr Flyers 14U AAA,Shots,1
48,701,713,12,54.91,11.77,,Philadelphia Jr Flyers 14U AAA,OZ play,1
49,701,713,12,54.91,11.77,,Philadelphia Jr Flyers 14U AAA,Shots,1
50,726,738,12,24.38,19.67,,Philadelphia Jr Flyers 14U AAA,OZ play,1
51,747,759,12,39.6,24.49,,Philadelphia Jr Flyers 14U AAA,OZ play,1
52,747,759,12,39.6,24.49,,Philadelphia Jr Flyers 14U AAA,Shots,1
53,820,832,12,49.59,3.32,,Philadelphia Jr Flyers 14U AAA,OZ play,1
54,820,832,12,49.59,3.32,,Philadelphia Jr Flyers 14U AAA,Shots,1
55,895,907,12,49.13,4.75,,Philadelphia Jr Flyers 14U AAA,OZ play,1
56,895,907,12,49.13,4.75,,Philadelphia Jr Flyers 14U AAA,Shots,1
57,908,920,12,49.68,22.49,,Philadelphia Jr Flyers 14U AAA,OZ play,1
58,908,920,12,49.68,22.49,,Philadelphia Jr Flyers 14U AAA,Shots,1
59,917,929,12,46.2,8.16,,Philadelphia Jr Flyers 14U AAA,OZ play,1
60,917,929,12,46.2,8.16,,Philadelphia Jr Flyers 14U AAA,Shots,1
61,965,977,12,57.34,10.23,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
62,965,977,12,57.34,10.23,,Pittsburgh Penguins Elite 14U Girls,Shots,1
63,977,989,12,49.13,11.77,,Philadelphia Jr Flyers 14U AAA,OZ play,1
64,977,989,12,49.13,11.77,,Philadelphia Jr Flyers 14U AAA,Shots,1
65,992,1004,12,44.37,8.92,,Philadelphia Jr Flyers 14U AAA,OZ play,1
66,992,1004,12,44.37,8.92,,Philadelphia Jr Flyers 14U AAA,Shots,1
67,1014,1026,12,51.51,6.25,,Philadelphia Jr Flyers 14U AAA,OZ play,1
68,1016,1028,12,43.73,5.22,,Philadelphia Jr Flyers 14U AAA,OZ play,1
69,1016,1028,12,43.73,5.22,,Philadelphia Jr Flyers 14U AAA,Shots,1
70,1049,1061,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
71,1082,1094,12,36.67,21.73,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
72,1082,1094,12,36.67,21.73,,Pittsburgh Penguins Elite 14U Girls,Shots,1
73,1104,1116,12,39.97,23.92,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
74,1104,1116,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
75,1108,1120,12,39.97,23.92,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
76,1108,1120,12,39.97,23.92,,Pittsburgh Penguins Elite 14U Girls,Shots,1
77,1127,1139,12,53.26,18.89,,Philadelphia Jr Flyers 14U AAA,OZ play,1
78,1127,1139,12,53.26,18.89,,Philadelphia Jr Flyers 14U AAA,Shots,1
79,1160,1172,12,54.91,18.41,,Philadelphia Jr Flyers 14U AAA,Goals,1
80,1160,1172,12,54.91,18.41,,Philadelphia Jr Flyers 14U AAA,OZ play,1
81,1160,1172,12,54.91,18.41,,Philadelphia Jr Flyers 14U AAA,Shots,1
82,1201,1213,12,30.48,12.96,,Philadelphia Jr Flyers 14U AAA,OZ play,1
83,1235,1247,12,49.59,6.83,,Philadelphia Jr Flyers 14U AAA,OZ play,1
84,1235,1247,12,49.59,6.83,,Philadelphia Jr Flyers 14U AAA,Shots,1
85,1259,1271,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
86,1259,1271,12,42.53,7.78,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
87,1272,1284,12,42.53,7.78,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
88,1272,1284,12,42.53,7.78,,Pittsburgh Penguins Elite 14U Girls,Shots,1
89,1295,1307,12,39.69,1.33,,Philadelphia Jr Flyers 14U AAA,OZ play,1
90,1295,1307,12,39.69,1.33,,Philadelphia Jr Flyers 14U AAA,Shots,1
91,1304,1316,12,42.08,3.04,,Philadelphia Jr Flyers 14U AAA,OZ play,1
92,1304,1316,12,42.08,3.04,,Philadelphia Jr Flyers 14U AAA,Shots,1
93,1336,1348,12,,,,Philadelphia Jr Flyers 14U AAA,OZ play,1
94,1338,1350,12,42.35,3.7,,Philadelphia Jr Flyers 14U AAA,OZ play,1
95,1338,1350,12,42.35,3.7,,Philadelphia Jr Flyers 14U AAA,Shots,1
96,1346,1358,12,30.48,12.96,,Philadelphia Jr Flyers 14U AAA,OZ play,2
97,1393,1405,12,52.25,16.51,,Philadelphia Jr Flyers 14U AAA,Goals,2
98,1393,1405,12,52.25,16.51,,Philadelphia Jr Flyers 14U AAA,OZ play,2
99,1393,1405,12,52.25,16.51,,Philadelphia Jr Flyers 14U AAA,Shots,2
100,1428,1440,12,30.48,12.96,,Philadelphia Jr Flyers 14U AAA,OZ play,2
101,1428,1440,12,44.55,4.75,,Philadelphia Jr Flyers 14U AAA,OZ play,2
102,1440,1452,12,44.55,4.75,,Philadelphia Jr Flyers 14U AAA,OZ play,2
103,1440,1452,12,44.55,4.75,,Philadelphia Jr Flyers 14U AAA,Shots,2
104,1456,1468,12,42.17,4,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
105,1456,1468,12,42.17,4,,Pittsburgh Penguins Elite 14U Girls,Shots,2
106,1586,1598,12,36.58,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
107,1647,1659,12,46.84,15.46,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
108,1647,1659,12,46.84,15.46,,Pittsburgh Penguins Elite 14U Girls,Shots,2
109,1662,1674,12,44.64,9.64,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
110,1662,1674,12,44.64,9.64,,Pittsburgh Penguins Elite 14U Girls,Shots,2
111,1672,1684,12,46.93,14.27,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
112,1672,1684,12,46.93,14.27,,Pittsburgh Penguins Elite 14U Girls,Shots,2
113,1805,1817,12,51.51,19.67,,Philadelphia Jr Flyers 14U AAA,OZ play,2
114,1809,1821,12,52.71,13.18,,Philadelphia Jr Flyers 14U AAA,OZ play,2
115,1809,1821,12,52.71,13.18,,Philadelphia Jr Flyers 14U AAA,Shots,2
116,1818,1830,12,44.55,5.45,,Philadelphia Jr Flyers 14U AAA,OZ play,2
117,1818,1830,12,44.55,5.45,,Philadelphia Jr Flyers 14U AAA,Shots,2
118,1880,1892,12,50.42,5.55,,Philadelphia Jr Flyers 14U AAA,OZ play,2
119,1880,1892,12,50.42,5.55,,Philadelphia Jr Flyers 14U AAA,Shots,2
120,1932,1944,12,51.52,19.64,,Philadelphia Jr Flyers 14U AAA,OZ play,2
121,1932,1944,12,51.52,19.64,,Philadelphia Jr Flyers 14U AAA,Shots,2
122,1962,1974,12,51.51,19.67,,Philadelphia Jr Flyers 14U AAA,OZ play,2
123,1967,1979,12,54.27,20.36,,Philadelphia Jr Flyers 14U AAA,OZ play,2
124,1967,1979,12,54.27,20.36,,Philadelphia Jr Flyers 14U AAA,Shots,2
125,1981,1993,12,9.45,6.25,,Philadelphia Jr Flyers 14U AAA,OZ play,2
126,2017,2029,12,52.98,3.82,,Philadelphia Jr Flyers 14U AAA,OZ play,2
127,2017,2029,12,52.98,3.82,,Philadelphia Jr Flyers 14U AAA,Shots,2
128,2022,2034,12,43.36,22,,Philadelphia Jr Flyers 14U AAA,OZ play,2
129,2022,2034,12,43.36,22,,Philadelphia Jr Flyers 14U AAA,Shots,2
130,2063,2075,12,54.82,7.18,,Philadelphia Jr Flyers 14U AAA,OZ play,2
131,2063,2075,12,54.82,7.18,,Philadelphia Jr Flyers 14U AAA,Shots,2
132,2077,2089,12,54.73,5.82,,Philadelphia Jr Flyers 14U AAA,OZ play,2
133,2077,2089,12,54.73,5.82,,Philadelphia Jr Flyers 14U AAA,Shots,2
134,2102,2114,12,40.7,4,,Philadelphia Jr Flyers 14U AAA,OZ play,2
135,2102,2114,12,40.7,4,,Philadelphia Jr Flyers 14U AAA,Shots,2
136,2116,2128,12,45.28,6,,Philadelphia Jr Flyers 14U AAA,OZ play,2
137,2116,2128,12,45.28,6,,Philadelphia Jr Flyers 14U AAA,Shots,2
138,2142,2154,12,51.51,6.25,,Philadelphia Jr Flyers 14U AAA,OZ play,2
139,2147,2159,12,46.02,23.46,,Philadelphia Jr Flyers 14U AAA,OZ play,2
140,2147,2159,12,46.02,23.46,,Philadelphia Jr Flyers 14U AAA,Shots,2
