ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,36,48,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
2,36,48,12,45.1,2.75,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
3,141,153,12,45.1,2.75,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
4,141,153,12,45.1,2.75,,Pittsburgh Penguins Elite 14U Girls,Shots,1
5,160,172,12,41.71,19.93,,Dallas Stars Elite 14U AAA,OZ play,1
6,160,172,12,41.71,19.93,,Dallas Stars Elite 14U AAA,Shots,1
7,190,202,12,54.54,16.8,,Dallas Stars Elite 14U AAA,OZ play,1
8,190,202,12,54.54,16.8,,Dallas Stars Elite 14U AAA,Shots,1
9,264,276,12,52.25,9.97,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
10,264,276,12,52.25,9.97,,Pittsburgh Penguins Elite 14U Girls,Shots,1
11,293,305,12,43.08,16.99,,Dallas Stars Elite 14U AAA,OZ play,1
12,293,305,12,43.08,16.99,,Dallas Stars Elite 14U AAA,Shots,1
13,316,328,12,9.45,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
14,352,364,12,50.42,15.38,,Dallas Stars Elite 14U AAA,OZ play,1
15,352,364,12,50.42,15.38,,Dallas Stars Elite 14U AAA,Shots,1
16,380,392,12,53.72,5.31,,Dallas Stars Elite 14U AAA,OZ play,1
17,380,392,12,53.72,5.31,,Dallas Stars Elite 14U AAA,Shots,1
18,403,415,12,51.51,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
19,406,418,12,40.79,14.52,,Dallas Stars Elite 14U AAA,OZ play,1
20,406,418,12,40.79,14.52,,Dallas Stars Elite 14U AAA,Shots,1
21,428,440,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
22,524,536,12,45.74,6.26,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
23,524,536,12,45.74,6.26,,Pittsburgh Penguins Elite 14U Girls,Shots,1
24,526,538,12,51.33,14.14,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
25,526,538,12,51.33,14.14,,Pittsburgh Penguins Elite 14U Girls,Shots,1
26,542,554,12,42.72,9.59,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
27,542,554,12,42.72,9.59,,Pittsburgh Penguins Elite 14U Girls,Shots,1
28,628,640,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
29,637,649,12,49.59,9.11,,Pittsburgh Penguins Elite 14U Girls,Goals,1
30,637,649,12,49.59,9.11,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
31,637,649,12,49.59,9.11,,Pittsburgh Penguins Elite 14U Girls,Shots,1
32,672,684,12,30.48,12.96,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
33,704,716,12,50.14,9.11,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
34,704,716,12,50.14,9.11,,Pittsburgh Penguins Elite 14U Girls,Shots,1
35,726,738,12,51.51,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
36,735,747,12,46.48,4.27,,Dallas Stars Elite 14U AAA,OZ play,1
37,735,747,12,46.48,4.27,,Dallas Stars Elite 14U AAA,Shots,1
38,755,767,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
39,830,842,12,49.78,4.56,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
40,830,842,12,49.78,4.56,,Pittsburgh Penguins Elite 14U Girls,Shots,1
41,850,862,12,53.44,17.27,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
42,850,862,12,53.44,17.27,,Pittsburgh Penguins Elite 14U Girls,Shots,1
43,874,886,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
44,877,889,12,49.04,12.62,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
45,877,889,12,49.04,12.62,,Pittsburgh Penguins Elite 14U Girls,Shots,1
46,975,987,12,9.45,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
47,991,1003,12,52.34,13.29,,Dallas Stars Elite 14U AAA,OZ play,1
48,991,1003,12,52.34,13.29,,Dallas Stars Elite 14U AAA,Shots,1
49,1012,1024,12,9.45,19.67,,Dallas Stars Elite 14U AAA,OZ play,1
50,1059,1071,12,44.28,14.24,,Dallas Stars Elite 14U AAA,OZ play,1
51,1059,1071,12,44.28,14.24,,Dallas Stars Elite 14U AAA,Shots,1
52,1090,1102,12,24.38,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
53,1098,1110,12,49.13,6.64,,Dallas Stars Elite 14U AAA,OZ play,1
54,1098,1110,12,49.13,6.64,,Dallas Stars Elite 14U AAA,Shots,1
55,1119,1131,12,50.51,10.72,,Dallas Stars Elite 14U AAA,OZ play,1
56,1119,1131,12,50.51,10.72,,Dallas Stars Elite 14U AAA,Shots,1
57,1119,1131,12,51.51,6.25,,Dallas Stars Elite 14U AAA,OZ play,1
58,1151,1163,12,53.35,10.35,,Dallas Stars Elite 14U AAA,OZ play,1
59,1151,1163,12,53.35,10.35,,Dallas Stars Elite 14U AAA,Shots,1
60,1241,1253,12,30.48,12.96,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
61,1249,1261,12,51.61,18.32,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
62,1249,1261,12,51.61,18.32,,Pittsburgh Penguins Elite 14U Girls,Shots,2
63,1276,1288,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
64,1281,1293,12,42.17,1.9,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
65,1281,1293,12,42.17,1.9,,Pittsburgh Penguins Elite 14U Girls,Shots,2
66,1311,1323,12,51.51,6.25,,Dallas Stars Elite 14U AAA,OZ play,2
67,1320,1332,12,54.36,15.28,,Dallas Stars Elite 14U AAA,OZ play,2
68,1320,1332,12,54.36,15.28,,Dallas Stars Elite 14U AAA,Shots,2
69,1322,1334,12,54.82,13.1,,Dallas Stars Elite 14U AAA,Goals,2
70,1322,1334,12,54.82,13.1,,Dallas Stars Elite 14U AAA,OZ play,2
71,1322,1334,12,54.82,13.1,,Dallas Stars Elite 14U AAA,Shots,2
72,1354,1366,12,30.48,12.96,,Dallas Stars Elite 14U AAA,OZ play,2
73,1354,1366,12,40.43,10.82,,Dallas Stars Elite 14U AAA,OZ play,2
74,1425,1437,12,40.43,10.82,,Dallas Stars Elite 14U AAA,OZ play,2
75,1425,1437,12,40.43,10.82,,Dallas Stars Elite 14U AAA,Shots,2
76,1445,1457,12,4.95,15.38,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
77,1445,1457,12,54.45,12.72,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
78,1445,1457,12,54.45,12.72,,Pittsburgh Penguins Elite 14U Girls,Shots,2
79,1490,1502,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
80,1505,1517,12,49.32,3.61,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
