ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,-6,6,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,,12,12,54.18,12.43,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,,12,12,54.18,12.43,,Pittsburgh Penguins Elite 19U Girls,Shots,1
4,89,101,12,36.58,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
5,97,109,12,53.44,14.43,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
6,97,109,12,53.44,14.43,,Pittsburgh Penguins Elite 19U Girls,Shots,1
7,152,164,12,9.45,19.67,,Madison Capitols 19U AAA,OZ play,1
8,158,170,12,39.78,22.78,,Madison Capitols 19U AAA,OZ play,1
9,158,170,12,39.78,22.78,,Madison Capitols 19U AAA,Shots,1
10,248,260,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
11,260,272,12,40.15,14.9,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
12,260,272,12,40.15,14.9,,Pittsburgh Penguins Elite 19U Girls,Shots,1
13,264,276,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
14,264,276,12,52.43,15.28,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
15,297,309,12,52.43,15.28,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
16,297,309,12,52.43,15.28,,Pittsburgh Penguins Elite 19U Girls,Shots,1
17,392,404,12,41.47,6.22,,Madison Capitols 19U AAA,OZ play,1
18,392,404,12,41.47,6.22,,Madison Capitols 19U AAA,Shots,1
19,420,432,12,55.09,12.81,,Pittsburgh Penguins Elite 19U Girls,Goals,1
20,420,432,12,55.09,12.81,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,420,432,12,55.09,12.81,,Pittsburgh Penguins Elite 19U Girls,Shots,1
22,431,443,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,499,511,12,50.88,13,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
24,499,511,12,50.88,13,,Pittsburgh Penguins Elite 19U Girls,Shots,1
25,504,516,12,41.89,20.12,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
26,504,516,12,41.89,20.12,,Pittsburgh Penguins Elite 19U Girls,Shots,1
27,518,530,12,40.24,23.16,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
28,518,530,12,40.24,23.16,,Pittsburgh Penguins Elite 19U Girls,Shots,1
29,600,612,12,55.46,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
30,600,612,12,55.46,15,,Pittsburgh Penguins Elite 19U Girls,Shots,1
31,642,654,12,53.81,14.33,,Madison Capitols 19U AAA,OZ play,1
32,642,654,12,53.81,14.33,,Madison Capitols 19U AAA,Shots,1
33,670,682,12,51.51,19.67,,Madison Capitols 19U AAA,OZ play,1
34,691,703,12,43.63,18.6,,Madison Capitols 19U AAA,OZ play,1
35,691,703,12,43.63,18.6,,Madison Capitols 19U AAA,Shots,1
36,698,710,12,51.51,19.67,,Madison Capitols 19U AAA,OZ play,1
37,698,710,12,56.47,23.16,,Madison Capitols 19U AAA,OZ play,1
38,718,730,12,56.47,23.16,,Madison Capitols 19U AAA,OZ play,1
39,718,730,12,56.47,23.16,,Madison Capitols 19U AAA,Shots,1
40,799,811,12,54.36,18.03,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
41,799,811,12,54.36,18.03,,Pittsburgh Penguins Elite 19U Girls,Shots,1
42,824,836,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
43,848,860,12,51.61,11.1,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
44,848,860,12,51.61,11.1,,Pittsburgh Penguins Elite 19U Girls,Shots,1
45,849,861,12,51.24,17.37,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
46,849,861,12,51.24,17.37,,Pittsburgh Penguins Elite 19U Girls,Shots,1
47,865,877,12,52.53,15.19,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
48,865,877,12,52.53,15.19,,Pittsburgh Penguins Elite 19U Girls,Shots,1
49,868,880,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
50,884,896,12,57.11,15.19,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
51,884,896,12,57.11,15.19,,Pittsburgh Penguins Elite 19U Girls,Shots,1
52,930,942,12,41.34,20.88,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
53,930,942,12,41.34,20.88,,Pittsburgh Penguins Elite 19U Girls,Shots,1
54,1033,1045,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
55,1110,1122,12,44.18,3.04,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
56,1110,1122,12,44.18,3.04,,Pittsburgh Penguins Elite 19U Girls,Shots,2
57,1120,1132,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
58,1173,1185,12,53.9,12.91,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
59,1173,1185,12,53.9,12.91,,Pittsburgh Penguins Elite 19U Girls,Shots,2
60,1182,1194,12,44.46,3.32,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
61,1182,1194,12,44.46,3.32,,Pittsburgh Penguins Elite 19U Girls,Shots,2
62,1218,1230,12,53.26,13.57,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
63,1218,1230,12,53.26,13.57,,Pittsburgh Penguins Elite 19U Girls,Shots,2
64,1222,1234,12,53.81,13.57,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
65,1222,1234,12,53.81,13.57,,Pittsburgh Penguins Elite 19U Girls,Shots,2
66,1232,1244,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
67,1368,1380,12,54.82,13.38,,Pittsburgh Penguins Elite 19U Girls,Goals,2
68,1368,1380,12,54.82,13.38,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
69,1368,1380,12,54.82,13.38,,Pittsburgh Penguins Elite 19U Girls,Shots,2
70,1378,1390,12,30.48,12.96,,Madison Capitols 19U AAA,OZ play,2
