ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,-3,9,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,17,29,12,36.85,6.36,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,54,66,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
4,60,72,12,45.19,11.01,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
5,60,72,12,45.19,11.01,,Pittsburgh Penguins Elite 19U Girls,Shots,1
6,74,86,12,46.29,21.16,,Pittsburgh Penguins Elite 19U Girls,Goals,1
7,74,86,12,46.29,21.16,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
8,74,86,12,46.29,21.16,,Pittsburgh Penguins Elite 19U Girls,Shots,1
9,179,191,12,36.58,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
10,233,245,12,54.54,13.29,,Pittsburgh Penguins Elite 19U Girls,Goals,1
11,233,245,12,54.54,13.29,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
12,233,245,12,54.54,13.29,,Pittsburgh Penguins Elite 19U Girls,Shots,1
13,359,371,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
14,481,493,12,41.53,9.4,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
15,481,493,12,41.53,9.4,,Pittsburgh Penguins Elite 19U Girls,Shots,1
16,494,506,12,54.36,8.83,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
17,494,506,12,54.36,8.83,,Pittsburgh Penguins Elite 19U Girls,Shots,1
18,495,507,12,54.18,12.91,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
19,495,507,12,54.18,12.91,,Pittsburgh Penguins Elite 19U Girls,Shots,1
20,520,532,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,559,571,12,2.11,18.03,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
22,574,586,12,54.73,11.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,574,586,12,54.73,11.67,,Pittsburgh Penguins Elite 19U Girls,Shots,1
24,577,589,12,57.75,10.63,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
25,577,589,12,57.75,10.63,,Pittsburgh Penguins Elite 19U Girls,Shots,1
26,604,616,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
27,626,638,12,49.68,14.14,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
28,626,638,12,49.68,14.14,,Pittsburgh Penguins Elite 19U Girls,Shots,1
29,663,675,12,51.15,20.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
30,663,675,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
31,687,699,12,51.15,20.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
