ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,42,54,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,65,77,12,0.92,15.66,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,98,110,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
4,108,120,12,52.98,4.84,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
5,108,120,12,52.98,4.84,,Pittsburgh Penguins Elite 19U Girls,Shots,1
6,125,137,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
7,133,145,12,46.48,6.55,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
8,133,145,12,46.48,6.55,,Pittsburgh Penguins Elite 19U Girls,Shots,1
9,182,194,12,24.38,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
10,193,205,12,11.37,0.76,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
11,224,236,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
12,234,246,12,46.66,7.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
13,234,246,12,46.66,7.97,,Pittsburgh Penguins Elite 19U Girls,Shots,1
14,244,256,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
15,255,267,12,48.68,6.83,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
16,255,267,12,48.68,6.83,,Pittsburgh Penguins Elite 19U Girls,Shots,1
17,267,279,12,52.53,8.54,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
18,267,279,12,52.53,8.54,,Pittsburgh Penguins Elite 19U Girls,Shots,1
19,278,290,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
20,304,316,12,49.13,19.74,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,304,316,12,49.13,19.74,,Pittsburgh Penguins Elite 19U Girls,Shots,1
22,327,339,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,332,344,12,46.2,8.73,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
24,332,344,12,46.2,8.73,,Pittsburgh Penguins Elite 19U Girls,Shots,1
25,335,347,12,56.74,12.05,,Pittsburgh Penguins Elite 19U Girls,Goals,1
26,335,347,12,56.74,12.05,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
27,335,347,12,56.74,12.05,,Pittsburgh Penguins Elite 19U Girls,Shots,1
