ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,,12,12,30.48,12.96,,Boston Hockey Academy 19U,OZ play,1
2,,12,12,39.6,2.37,,Boston Hockey Academy 19U,OZ play,1
3,8,20,12,39.6,2.37,,Boston Hockey Academy 19U,OZ play,1
4,8,20,12,39.6,2.37,,Boston Hockey Academy 19U,Shots,1
5,25,37,12,43.27,13.95,,OHA Mavericks Varsity U22 AA,OZ play,1
6,25,37,12,43.27,13.95,,OHA Mavericks Varsity U22 AA,Shots,1
7,58,70,12,51.51,6.25,,Boston Hockey Academy 19U,OZ play,1
8,115,127,12,54.45,10.72,,Boston Hockey Academy 19U,OZ play,1
9,115,127,12,54.45,10.72,,Boston Hockey Academy 19U,Shots,1
10,151,163,12,42.44,16.51,,Boston Hockey Academy 19U,OZ play,1
11,151,163,12,42.44,16.51,,Boston Hockey Academy 19U,Shots,1
12,212,224,12,43.27,23.63,,Boston Hockey Academy 19U,OZ play,1
13,212,224,12,43.27,23.63,,Boston Hockey Academy 19U,Shots,1
14,218,230,12,39.97,2.94,,Boston Hockey Academy 19U,OZ play,1
15,218,230,12,39.97,2.94,,Boston Hockey Academy 19U,Shots,1
16,237,249,12,50.69,14.43,,OHA Mavericks Varsity U22 AA,OZ play,1
17,237,249,12,50.69,14.43,,OHA Mavericks Varsity U22 AA,Shots,1
18,256,268,12,9.45,6.25,,OHA Mavericks Varsity U22 AA,OZ play,1
19,277,289,12,49.13,18.41,,OHA Mavericks Varsity U22 AA,OZ play,1
20,277,289,12,49.13,18.41,,OHA Mavericks Varsity U22 AA,Shots,1
21,287,299,12,46.57,10.25,,OHA Mavericks Varsity U22 AA,OZ play,1
22,287,299,12,46.57,10.25,,OHA Mavericks Varsity U22 AA,Shots,1
23,289,301,12,54.91,14.33,,OHA Mavericks Varsity U22 AA,OZ play,1
24,289,301,12,54.91,14.33,,OHA Mavericks Varsity U22 AA,Shots,1
25,348,360,12,49.5,9.68,,OHA Mavericks Varsity U22 AA,OZ play,1
26,348,360,12,49.5,9.68,,OHA Mavericks Varsity U22 AA,Shots,1
27,353,365,12,45.01,16.61,,OHA Mavericks Varsity U22 AA,OZ play,1
28,353,365,12,45.01,16.61,,OHA Mavericks Varsity U22 AA,Shots,1
29,375,387,12,51.51,19.67,,OHA Mavericks Varsity U22 AA,OZ play,1
30,379,391,12,45.74,1.52,,OHA Mavericks Varsity U22 AA,OZ play,1
31,379,391,12,45.74,1.52,,OHA Mavericks Varsity U22 AA,Shots,1
32,406,418,12,54.63,14.62,,OHA Mavericks Varsity U22 AA,OZ play,1
33,406,418,12,54.63,14.62,,OHA Mavericks Varsity U22 AA,Shots,1
34,426,438,12,53.99,11.96,,OHA Mavericks Varsity U22 AA,OZ play,1
35,426,438,12,53.99,11.96,,OHA Mavericks Varsity U22 AA,Shots,1
36,434,446,12,40.79,12.24,,OHA Mavericks Varsity U22 AA,OZ play,1
37,434,446,12,40.79,12.24,,OHA Mavericks Varsity U22 AA,Shots,1
