ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,4,16,12,30.48,12.96,,Toronto Leaside Wildcats U15 AA,OZ play,1
2,4,16,12,40.43,21.54,,Toronto Leaside Wildcats U15 AA,OZ play,1
3,45,57,12,40.43,21.54,,Toronto Leaside Wildcats U15 AA,OZ play,1
4,45,57,12,40.43,21.54,,Toronto Leaside Wildcats U15 AA,Shots,1
5,65,77,12,52.25,2.66,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
6,65,77,12,52.25,2.66,,Pittsburgh Penguins Elite 14U Girls,Shots,1
7,69,81,12,44.55,24.96,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
8,69,81,12,44.55,24.96,,Pittsburgh Penguins Elite 14U Girls,Shots,1
9,79,91,12,54.18,16.99,,Toronto Leaside Wildcats U15 AA,OZ play,1
10,79,91,12,54.18,16.99,,Toronto Leaside Wildcats U15 AA,Shots,1
11,79,91,12,54.73,11.86,,Toronto Leaside Wildcats U15 AA,OZ play,1
12,79,91,12,54.73,11.86,,Toronto Leaside Wildcats U15 AA,Shots,1
13,122,134,12,40.24,14.43,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
14,122,134,12,40.24,14.43,,Pittsburgh Penguins Elite 14U Girls,Shots,1
15,142,154,12,55.18,13.95,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
16,142,154,12,55.18,13.95,,Pittsburgh Penguins Elite 14U Girls,Shots,1
17,162,174,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
18,162,174,12,54.73,17.94,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
19,180,192,12,54.73,17.94,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
20,180,192,12,54.73,17.94,,Pittsburgh Penguins Elite 14U Girls,Shots,1
21,199,211,12,54.91,14.33,,Toronto Leaside Wildcats U15 AA,OZ play,1
22,199,211,12,54.91,14.33,,Toronto Leaside Wildcats U15 AA,Shots,1
23,235,247,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
24,248,260,12,55,12.72,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
25,248,260,12,55,12.72,,Pittsburgh Penguins Elite 14U Girls,Shots,1
26,256,268,12,56.65,11.01,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
27,256,268,12,56.65,11.01,,Pittsburgh Penguins Elite 14U Girls,Shots,1
28,277,289,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
29,370,382,12,50.14,9.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
30,370,382,12,50.14,9.49,,Pittsburgh Penguins Elite 14U Girls,Shots,1
31,426,438,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
32,428,440,12,47.67,9.02,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
33,428,440,12,47.67,9.02,,Pittsburgh Penguins Elite 14U Girls,Shots,1
34,430,442,12,56.38,10.63,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
35,430,442,12,56.38,10.63,,Pittsburgh Penguins Elite 14U Girls,Shots,1
