ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,-6,6,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,10,22,12,52.16,12.05,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,10,22,12,52.16,12.05,,Pittsburgh Penguins Elite 19U Girls,Shots,1
4,27,39,12,51.52,5.6,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
5,27,39,12,51.52,5.6,,Pittsburgh Penguins Elite 19U Girls,Shots,1
6,63,75,12,51.52,20.41,,Chicago Mission 19U AAA,OZ play,1
7,63,75,12,51.52,20.41,,Chicago Mission 19U AAA,Shots,1
8,97,109,12,51.51,19.67,,Chicago Mission 19U AAA,OZ play,1
9,104,116,12,48.03,21.73,,Chicago Mission 19U AAA,OZ play,1
10,104,116,12,48.03,21.73,,Chicago Mission 19U AAA,Shots,1
11,391,403,12,9.45,19.67,,Chicago Mission 19U AAA,OZ play,1
12,399,411,12,50.88,21.26,,Chicago Mission 19U AAA,OZ play,1
13,399,411,12,50.88,21.26,,Chicago Mission 19U AAA,Shots,1
14,403,415,12,51.51,19.67,,Chicago Mission 19U AAA,OZ play,1
15,406,418,12,47.21,19.93,,Chicago Mission 19U AAA,OZ play,1
16,406,418,12,47.21,19.93,,Chicago Mission 19U AAA,Shots,1
17,410,422,12,42.08,4.37,,Chicago Mission 19U AAA,OZ play,1
18,410,422,12,42.08,4.37,,Chicago Mission 19U AAA,Shots,1
19,436,448,12,48.58,17.75,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
20,436,448,12,48.58,17.75,,Pittsburgh Penguins Elite 19U Girls,Shots,1
21,438,450,12,42.72,10.63,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
22,438,450,12,42.72,10.63,,Pittsburgh Penguins Elite 19U Girls,Shots,1
23,454,466,12,53.44,2.37,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
24,454,466,12,53.44,2.37,,Pittsburgh Penguins Elite 19U Girls,Shots,1
25,472,484,12,43.18,5.6,,Chicago Mission 19U AAA,OZ play,1
26,472,484,12,43.18,5.6,,Chicago Mission 19U AAA,Shots,1
27,485,497,12,53.63,16.99,,Chicago Mission 19U AAA,OZ play,1
28,485,497,12,53.63,16.99,,Chicago Mission 19U AAA,Shots,1
29,493,505,12,31.81,24.49,,Chicago Mission 19U AAA,OZ play,1
30,500,512,12,51.51,6.25,,Chicago Mission 19U AAA,OZ play,1
31,529,541,12,42.99,20.22,,Chicago Mission 19U AAA,OZ play,1
32,529,541,12,42.99,20.22,,Chicago Mission 19U AAA,Shots,1
33,541,553,12,53.9,15.28,,Chicago Mission 19U AAA,OZ play,1
34,541,553,12,53.9,15.28,,Chicago Mission 19U AAA,Shots,1
35,649,661,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
36,654,666,12,46.29,1.8,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
37,654,666,12,46.29,1.8,,Pittsburgh Penguins Elite 19U Girls,Shots,1
38,659,671,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
39,678,690,12,24.02,24.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
40,688,700,12,51.51,6.25,,Chicago Mission 19U AAA,OZ play,1
41,716,728,12,53.63,8.07,,Chicago Mission 19U AAA,OZ play,1
