ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,61,73,12,24.38,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,61,73,12,54.08,6.83,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,114,126,12,54.08,6.83,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
4,114,126,12,54.08,6.83,,Pittsburgh Penguins Elite 19U Girls,Shots,1
5,154,166,12,8.89,25.25,,Florida Alliance 19U AAA,OZ play,1
6,194,206,12,9.45,19.67,,Florida Alliance 19U AAA,OZ play,1
7,194,206,12,46.57,18.89,,Florida Alliance 19U AAA,OZ play,1
8,284,296,12,46.57,18.89,,Florida Alliance 19U AAA,OZ play,1
9,284,296,12,46.57,18.89,,Florida Alliance 19U AAA,Shots,1
10,296,308,12,52.25,9.3,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
11,296,308,12,52.25,9.3,,Pittsburgh Penguins Elite 19U Girls,Shots,1
12,317,329,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
13,317,329,12,54.45,14.33,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
14,342,354,12,54.45,14.33,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
15,342,354,12,54.45,14.33,,Pittsburgh Penguins Elite 19U Girls,Shots,1
16,378,390,12,50.97,9.87,,Florida Alliance 19U AAA,OZ play,1
17,378,390,12,50.97,9.87,,Florida Alliance 19U AAA,Shots,1
18,448,460,12,52.34,7.4,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
19,448,460,12,52.34,7.4,,Pittsburgh Penguins Elite 19U Girls,Shots,1
20,506,518,12,49.59,20.6,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,506,518,12,49.59,20.6,,Pittsburgh Penguins Elite 19U Girls,Shots,1
22,512,524,12,39.6,20.41,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,512,524,12,39.6,20.41,,Pittsburgh Penguins Elite 19U Girls,Shots,1
24,513,525,12,53.9,16.23,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
25,513,525,12,53.9,16.23,,Pittsburgh Penguins Elite 19U Girls,Shots,1
26,682,694,12,43.82,20.6,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
27,682,694,12,43.82,20.6,,Pittsburgh Penguins Elite 19U Girls,Shots,1
28,700,712,12,49.87,10.06,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
29,700,712,12,49.87,10.06,,Pittsburgh Penguins Elite 19U Girls,Shots,1
30,739,751,12,29.24,1.14,,Florida Alliance 19U AAA,OZ play,1
31,747,759,12,46.48,2.47,,Florida Alliance 19U AAA,OZ play,1
32,747,759,12,46.48,2.47,,Florida Alliance 19U AAA,Shots,1
33,778,790,12,51.51,6.25,,Florida Alliance 19U AAA,OZ play,1
34,818,830,12,52.71,21.92,,Florida Alliance 19U AAA,OZ play,1
35,818,830,12,52.71,21.92,,Florida Alliance 19U AAA,Shots,1
36,832,844,12,41.16,12.91,,Florida Alliance 19U AAA,OZ play,1
37,832,844,12,41.16,12.91,,Florida Alliance 19U AAA,Shots,1
38,872,884,12,44.37,3.51,,Florida Alliance 19U AAA,OZ play,1
39,872,884,12,44.37,3.51,,Florida Alliance 19U AAA,Shots,1
40,890,902,12,41.43,15.94,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
41,890,902,12,41.43,15.94,,Pittsburgh Penguins Elite 19U Girls,Shots,1
42,917,929,12,47.39,24.39,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
43,917,929,12,47.39,24.39,,Pittsburgh Penguins Elite 19U Girls,Shots,1
44,934,946,12,58.12,4.75,,Florida Alliance 19U AAA,OZ play,1
45,970,982,12,51.51,19.67,,Florida Alliance 19U AAA,OZ play,1
46,988,1000,12,43.82,4.75,,Florida Alliance 19U AAA,OZ play,1
47,988,1000,12,43.82,4.75,,Florida Alliance 19U AAA,Shots,1
48,1001,1013,12,43.08,21.07,,Florida Alliance 19U AAA,OZ play,1
49,1001,1013,12,43.08,21.07,,Florida Alliance 19U AAA,Shots,1
50,1003,1015,12,45.74,18.41,,Florida Alliance 19U AAA,OZ play,1
51,1003,1015,12,45.74,18.41,,Florida Alliance 19U AAA,Shots,1
52,1021,1033,12,55.09,10.72,,Florida Alliance 19U AAA,OZ play,1
53,1021,1033,12,55.09,10.72,,Florida Alliance 19U AAA,Shots,1
54,1113,1125,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
55,1170,1182,12,47.85,10.82,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
56,1170,1182,12,47.85,10.82,,Pittsburgh Penguins Elite 19U Girls,Shots,2
57,1224,1236,12,48.13,18.6,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
58,1224,1236,12,48.13,18.6,,Pittsburgh Penguins Elite 19U Girls,Shots,2
59,1348,1360,12,51.51,19.67,,Florida Alliance 19U AAA,OZ play,2
60,1367,1379,12,54.27,14.33,,Florida Alliance 19U AAA,OZ play,2
61,1367,1379,12,54.27,14.33,,Florida Alliance 19U AAA,Shots,2
62,1394,1406,12,51.51,19.67,,Florida Alliance 19U AAA,OZ play,2
63,1398,1410,12,39.97,9.87,,Florida Alliance 19U AAA,OZ play,2
64,1398,1410,12,39.97,9.87,,Florida Alliance 19U AAA,Shots,2
65,1417,1429,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
66,1429,1441,12,55.09,14.62,,Pittsburgh Penguins Elite 19U Girls,Goals,2
67,1429,1441,12,55.09,14.62,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
68,1429,1441,12,55.09,14.62,,Pittsburgh Penguins Elite 19U Girls,Shots,2
69,1464,1476,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
70,1503,1515,12,49.04,2.66,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
71,1503,1515,12,49.04,2.66,,Pittsburgh Penguins Elite 19U Girls,Shots,2
72,1524,1536,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
73,1528,1540,12,51.15,12.24,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
74,1528,1540,12,51.15,12.24,,Pittsburgh Penguins Elite 19U Girls,Shots,2
