ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,6,18,12,30.48,12.96,,Bishop Kearney Selects 19U AAA,OZ play,1
2,27,39,12,51.15,16.99,,Bishop Kearney Selects 19U AAA,OZ play,1
3,27,39,12,51.15,16.99,,Bishop Kearney Selects 19U AAA,Shots,1
4,29,41,12,52.43,12.53,,Bishop Kearney Selects 19U AAA,Goals,1
5,29,41,12,52.43,12.53,,Bishop Kearney Selects 19U AAA,OZ play,1
6,29,41,12,52.43,12.53,,Bishop Kearney Selects 19U AAA,Shots,1
7,59,71,12,30.48,12.96,,Bishop Kearney Selects 19U AAA,OZ play,1
8,185,197,12,53.35,15.28,,Bishop Kearney Selects 19U AAA,OZ play,1
9,185,197,12,53.35,15.28,,Bishop Kearney Selects 19U AAA,Shots,1
10,202,214,12,46.2,1.04,,Bishop Kearney Selects 19U AAA,OZ play,1
11,202,214,12,46.2,1.04,,Bishop Kearney Selects 19U AAA,Shots,1
12,221,233,12,19.34,3.42,,Bishop Kearney Selects 19U AAA,OZ play,1
13,236,248,12,52.89,5.41,,Bishop Kearney Selects 19U AAA,OZ play,1
14,236,248,12,52.89,5.41,,Bishop Kearney Selects 19U AAA,Shots,1
15,238,250,12,53.35,13.19,,Bishop Kearney Selects 19U AAA,Goals,1
16,238,250,12,53.35,13.19,,Bishop Kearney Selects 19U AAA,OZ play,1
17,238,250,12,53.35,13.19,,Bishop Kearney Selects 19U AAA,Shots,1
18,270,282,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
19,317,329,12,44.55,7.5,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
20,317,329,12,44.55,7.5,,Pittsburgh Penguins Elite 19U Girls,Shots,1
21,329,341,12,40.43,22.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
22,329,341,12,40.43,22.97,,Pittsburgh Penguins Elite 19U Girls,Shots,1
23,334,346,12,41.62,2.47,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
24,334,346,12,41.62,2.47,,Pittsburgh Penguins Elite 19U Girls,Shots,1
25,336,348,12,55.73,11.01,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
26,336,348,12,55.73,11.01,,Pittsburgh Penguins Elite 19U Girls,Shots,1
27,441,453,12,24.38,6.25,,Bishop Kearney Selects 19U AAA,OZ play,1
28,448,460,12,49.41,2.37,,Bishop Kearney Selects 19U AAA,OZ play,1
29,448,460,12,49.41,2.37,,Bishop Kearney Selects 19U AAA,Shots,1
30,471,483,12,49.32,6.45,,Bishop Kearney Selects 19U AAA,OZ play,1
31,471,483,12,49.32,6.45,,Bishop Kearney Selects 19U AAA,Shots,1
32,473,485,12,52.34,9.3,,Bishop Kearney Selects 19U AAA,OZ play,1
33,473,485,12,52.34,9.3,,Bishop Kearney Selects 19U AAA,Shots,1
34,475,487,12,54.63,10.35,,Bishop Kearney Selects 19U AAA,OZ play,1
35,475,487,12,54.63,10.35,,Bishop Kearney Selects 19U AAA,Shots,1
36,509,521,12,48.49,21.35,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
37,509,521,12,48.49,21.35,,Pittsburgh Penguins Elite 19U Girls,Shots,1
38,512,524,12,54.82,10.63,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
39,512,524,12,54.82,10.63,,Pittsburgh Penguins Elite 19U Girls,Shots,1
40,528,540,12,44.73,16.61,,Bishop Kearney Selects 19U AAA,OZ play,1
41,528,540,12,44.73,16.61,,Bishop Kearney Selects 19U AAA,Shots,1
