ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,133,145,12,30.48,12.96,,Toronto Leaside Wildcats U15 AA,OZ play,1
2,199,211,12,52.98,18.13,,Toronto Leaside Wildcats U15 AA,OZ play,1
3,199,211,12,52.98,18.13,,Toronto Leaside Wildcats U15 AA,Shots,1
4,201,213,12,54.91,9.78,,Toronto Leaside Wildcats U15 AA,OZ play,1
5,201,213,12,54.91,9.78,,Toronto Leaside Wildcats U15 AA,Shots,1
6,267,279,12,36.58,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
7,284,296,12,53.26,24.68,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
8,284,296,12,53.26,24.68,,Pittsburgh Penguins Elite 14U Girls,Shots,1
9,386,398,12,51.51,6.25,,Toronto Leaside Wildcats U15 AA,OZ play,1
10,396,408,12,43.82,1.71,,Toronto Leaside Wildcats U15 AA,OZ play,1
11,396,408,12,43.82,1.71,,Toronto Leaside Wildcats U15 AA,Shots,1
12,402,414,12,42.44,23.06,,Toronto Leaside Wildcats U15 AA,OZ play,1
13,402,414,12,42.44,23.06,,Toronto Leaside Wildcats U15 AA,Shots,1
14,466,478,12,49.41,17.18,,Toronto Leaside Wildcats U15 AA,OZ play,1
15,466,478,12,49.41,17.18,,Toronto Leaside Wildcats U15 AA,Shots,1
16,467,479,12,54.08,11.67,,Toronto Leaside Wildcats U15 AA,OZ play,1
17,467,479,12,54.08,11.67,,Toronto Leaside Wildcats U15 AA,Shots,1
18,492,504,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
19,544,556,12,44.09,23.82,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
20,544,556,12,44.09,23.82,,Pittsburgh Penguins Elite 14U Girls,Shots,1
21,552,564,12,59.95,18.79,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
22,552,564,12,59.95,18.79,,Pittsburgh Penguins Elite 14U Girls,Shots,1
23,553,565,12,50.6,14.05,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
24,553,565,12,50.6,14.05,,Pittsburgh Penguins Elite 14U Girls,Shots,1
25,632,644,12,36.58,6.25,,Toronto Leaside Wildcats U15 AA,OZ play,1
26,638,650,12,50.05,16.32,,Toronto Leaside Wildcats U15 AA,OZ play,1
27,638,650,12,50.05,16.32,,Toronto Leaside Wildcats U15 AA,Shots,1
28,640,652,12,55,11.01,,Toronto Leaside Wildcats U15 AA,OZ play,1
29,640,652,12,55,11.01,,Toronto Leaside Wildcats U15 AA,Shots,1
30,679,691,12,56.28,10.63,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
31,679,691,12,56.28,10.63,,Pittsburgh Penguins Elite 14U Girls,Shots,1
32,709,721,12,46.66,3.7,,Toronto Leaside Wildcats U15 AA,OZ play,1
33,709,721,12,46.66,3.7,,Toronto Leaside Wildcats U15 AA,Shots,1
34,711,723,12,56.1,10.06,,Toronto Leaside Wildcats U15 AA,OZ play,1
35,711,723,12,56.1,10.06,,Toronto Leaside Wildcats U15 AA,Shots,1
36,729,741,12,51.79,7.78,,Toronto Leaside Wildcats U15 AA,OZ play,1
37,729,741,12,51.79,7.78,,Toronto Leaside Wildcats U15 AA,Shots,1
38,736,748,12,54.63,17.75,,Toronto Leaside Wildcats U15 AA,OZ play,1
39,736,748,12,54.63,17.75,,Toronto Leaside Wildcats U15 AA,Shots,1
40,746,758,12,42.63,4.27,,Toronto Leaside Wildcats U15 AA,OZ play,1
41,746,758,12,42.63,4.27,,Toronto Leaside Wildcats U15 AA,Shots,1
42,784,796,12,42.99,22.59,,Toronto Leaside Wildcats U15 AA,OZ play,1
43,784,796,12,51.51,19.67,,Toronto Leaside Wildcats U15 AA,OZ play,1
44,802,814,12,42.99,22.59,,Toronto Leaside Wildcats U15 AA,OZ play,1
45,802,814,12,42.99,22.59,,Toronto Leaside Wildcats U15 AA,Shots,1
46,819,831,12,44.46,9.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
47,819,831,12,44.46,9.49,,Pittsburgh Penguins Elite 14U Girls,Shots,1
48,850,862,12,41.71,1.33,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
49,850,862,12,41.71,1.33,,Pittsburgh Penguins Elite 14U Girls,Shots,1
50,868,880,12,9.45,19.67,,Toronto Leaside Wildcats U15 AA,OZ play,1
51,903,915,12,59.77,14.71,,Toronto Leaside Wildcats U15 AA,OZ play,1
52,949,961,12,24.38,19.67,,Toronto Leaside Wildcats U15 AA,OZ play,1
53,969,981,12,50.97,2.28,,Toronto Leaside Wildcats U15 AA,OZ play,1
54,969,981,12,50.97,2.28,,Toronto Leaside Wildcats U15 AA,Shots,1
55,999,1011,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
56,999,1011,12,48.77,3.32,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
57,1015,1027,12,48.77,3.32,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
58,1015,1027,12,48.77,3.32,,Pittsburgh Penguins Elite 14U Girls,Shots,1
59,1034,1046,12,40.79,9.59,,Toronto Leaside Wildcats U15 AA,OZ play,1
60,1034,1046,12,40.79,9.59,,Toronto Leaside Wildcats U15 AA,Shots,1
61,1112,1124,12,54.73,7.97,,Toronto Leaside Wildcats U15 AA,OZ play,1
62,1112,1124,12,54.73,7.97,,Toronto Leaside Wildcats U15 AA,Shots,1
63,1152,1164,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
64,1164,1176,12,45.1,18.03,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
65,1164,1176,12,45.1,18.03,,Pittsburgh Penguins Elite 14U Girls,Shots,1
66,1226,1238,12,30.48,12.96,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
67,1226,1238,12,52.53,22.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
68,1304,1316,12,52.53,22.49,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
69,1304,1316,12,52.53,22.49,,Pittsburgh Penguins Elite 14U Girls,Shots,2
70,1347,1359,12,51.33,10.06,,Toronto Leaside Wildcats U15 AA,OZ play,2
71,1347,1359,12,51.33,10.06,,Toronto Leaside Wildcats U15 AA,Shots,2
72,1366,1378,12,9.45,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
73,1366,1378,12,49.96,5.6,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
74,1391,1403,12,49.96,5.6,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
75,1391,1403,12,49.96,5.6,,Pittsburgh Penguins Elite 14U Girls,Shots,2
76,1411,1423,12,42.44,6.07,,Toronto Leaside Wildcats U15 AA,OZ play,2
77,1411,1423,12,42.44,6.07,,Toronto Leaside Wildcats U15 AA,Shots,2
78,1435,1447,12,45.93,3.32,,Toronto Leaside Wildcats U15 AA,OZ play,2
79,1435,1447,12,51.51,6.25,,Toronto Leaside Wildcats U15 AA,OZ play,2
80,1437,1449,12,45.93,3.32,,Toronto Leaside Wildcats U15 AA,OZ play,2
81,1437,1449,12,45.93,3.32,,Toronto Leaside Wildcats U15 AA,Shots,2
82,1454,1466,12,50.69,12.81,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
83,1454,1466,12,50.69,12.81,,Pittsburgh Penguins Elite 14U Girls,Shots,2
84,1474,1486,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
85,1482,1494,12,43.54,23.54,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
86,1482,1494,12,43.54,23.54,,Pittsburgh Penguins Elite 14U Girls,Shots,2
87,1567,1579,12,49.41,4.94,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
88,1567,1579,12,49.41,4.94,,Pittsburgh Penguins Elite 14U Girls,Shots,2
89,1624,1636,12,44.64,9.68,,Toronto Leaside Wildcats U15 AA,OZ play,2
90,1624,1636,12,44.64,9.68,,Toronto Leaside Wildcats U15 AA,Shots,2
91,1634,1646,12,54.45,20.6,,Toronto Leaside Wildcats U15 AA,OZ play,2
92,1634,1646,12,54.45,20.6,,Toronto Leaside Wildcats U15 AA,Shots,2
93,1706,1718,12,42.26,2.66,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
94,1706,1718,12,42.26,2.66,,Pittsburgh Penguins Elite 14U Girls,Shots,2
95,1728,1740,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
96,1731,1743,12,42.08,2.94,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
97,1731,1743,12,42.08,2.94,,Pittsburgh Penguins Elite 14U Girls,Shots,2
98,1742,1754,12,47.58,14.52,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
99,1742,1754,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
100,1768,1780,12,47.58,14.52,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
101,1768,1780,12,47.58,14.52,,Pittsburgh Penguins Elite 14U Girls,Shots,2
102,1783,1795,12,46.11,15.19,,Toronto Leaside Wildcats U15 AA,OZ play,2
103,1783,1795,12,46.11,15.19,,Toronto Leaside Wildcats U15 AA,Shots,2
104,1785,1797,12,52.16,14.43,,Toronto Leaside Wildcats U15 AA,OZ play,2
105,1785,1797,12,52.16,14.43,,Toronto Leaside Wildcats U15 AA,Shots,2
106,1788,1800,12,54.54,14.43,,Toronto Leaside Wildcats U15 AA,OZ play,2
107,1788,1800,12,54.54,14.43,,Toronto Leaside Wildcats U15 AA,Shots,2
108,1823,1835,12,9.45,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
109,1823,1835,12,46.48,8.73,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
110,1836,1848,12,46.48,8.73,,Pittsburgh Penguins Elite 14U Girls,OZ play,2
111,1836,1848,12,46.48,8.73,,Pittsburgh Penguins Elite 14U Girls,Shots,2
112,1858,1870,12,46.2,21.83,,Toronto Leaside Wildcats U15 AA,OZ play,2
113,1858,1870,12,46.2,21.83,,Toronto Leaside Wildcats U15 AA,Shots,2
114,1892,1904,12,30.48,12.96,,Toronto Leaside Wildcats U15 AA,OZ play,2
