ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,,12,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
2,53,65,12,51.43,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
3,53,65,12,51.43,15,,Pittsburgh Penguins Elite 19U Girls,Shots,1
4,87,99,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
5,140,152,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
6,178,190,12,1.1,7.88,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
7,181,193,12,45.19,0.95,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
8,181,193,12,45.19,0.95,,Pittsburgh Penguins Elite 19U Girls,Shots,1
9,183,195,12,44.09,10.72,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
10,183,195,12,44.09,10.72,,Pittsburgh Penguins Elite 19U Girls,Shots,1
11,185,197,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
12,190,202,12,55.09,13.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
13,190,202,12,55.09,13.67,,Pittsburgh Penguins Elite 19U Girls,Shots,1
14,216,228,12,45.83,20.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
15,216,228,12,45.83,20.97,,Pittsburgh Penguins Elite 19U Girls,Shots,1
16,228,240,12,52.43,12.34,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
17,228,240,12,52.43,12.34,,Pittsburgh Penguins Elite 19U Girls,Shots,1
18,243,255,12,47.3,8.35,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
19,243,255,12,47.3,8.35,,Pittsburgh Penguins Elite 19U Girls,Shots,1
20,255,267,12,44.73,3.51,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,255,267,12,44.73,3.51,,Pittsburgh Penguins Elite 19U Girls,Shots,1
22,332,344,12,40.52,22.3,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,332,344,12,40.52,22.3,,Pittsburgh Penguins Elite 19U Girls,Shots,1
24,358,370,12,36.58,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
25,386,398,12,46.66,9.59,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
26,386,398,12,46.66,9.59,,Pittsburgh Penguins Elite 19U Girls,Shots,1
27,436,448,12,54.45,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
28,436,448,12,54.45,15,,Pittsburgh Penguins Elite 19U Girls,Shots,1
29,475,487,12,50.14,9.3,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
30,475,487,12,50.14,9.3,,Pittsburgh Penguins Elite 19U Girls,Shots,1
31,481,493,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
32,500,512,12,54.08,15.19,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
33,500,512,12,54.08,15.19,,Pittsburgh Penguins Elite 19U Girls,Shots,1
34,536,548,12,51.43,24.87,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
35,536,548,12,51.43,24.87,,Pittsburgh Penguins Elite 19U Girls,Shots,1
36,555,567,12,53.08,8.73,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
37,555,567,12,53.08,8.73,,Pittsburgh Penguins Elite 19U Girls,Shots,1
38,566,578,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
39,600,612,12,50.51,15.57,,Pittsburgh Penguins Elite 19U Girls,Goals,1
40,600,612,12,50.51,15.57,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
41,600,612,12,50.51,15.57,,Pittsburgh Penguins Elite 19U Girls,Shots,1
42,608,620,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
43,627,639,12,41.16,2.66,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
44,627,639,12,41.16,2.66,,Pittsburgh Penguins Elite 19U Girls,Shots,1
45,696,708,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
46,736,748,12,49.32,20.88,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
47,736,748,12,49.32,20.88,,Pittsburgh Penguins Elite 19U Girls,Shots,1
48,743,755,12,43.36,7.59,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
49,743,755,12,43.36,7.59,,Pittsburgh Penguins Elite 19U Girls,Shots,1
50,755,767,12,55.64,15.75,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
51,755,767,12,55.64,15.75,,Pittsburgh Penguins Elite 19U Girls,Shots,1
52,768,780,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
53,800,812,12,53.99,7.78,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
54,800,812,12,53.99,7.78,,Pittsburgh Penguins Elite 19U Girls,Shots,1
55,805,817,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
56,807,819,12,41.71,5.13,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
57,807,819,12,41.71,5.13,,Pittsburgh Penguins Elite 19U Girls,Shots,1
58,823,835,12,55.28,14.52,,Pittsburgh Penguins Elite 19U Girls,Goals,1
59,823,835,12,55.28,14.52,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
60,823,835,12,55.28,14.52,,Pittsburgh Penguins Elite 19U Girls,Shots,1
61,828,840,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
62,840,852,12,56.74,9.11,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
63,840,852,12,56.74,9.11,,Pittsburgh Penguins Elite 19U Girls,Shots,1
64,877,889,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
65,911,923,12,54.45,13.86,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
66,911,923,12,54.45,13.86,,Pittsburgh Penguins Elite 19U Girls,Shots,1
67,912,924,12,54.73,13.48,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
68,912,924,12,54.73,13.48,,Pittsburgh Penguins Elite 19U Girls,Shots,1
69,966,978,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
70,980,992,12,48.13,5.5,,Pittsburgh Penguins Elite 19U Girls,Goals,2
71,980,992,12,48.13,5.5,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
72,980,992,12,48.13,5.5,,Pittsburgh Penguins Elite 19U Girls,Shots,2
73,987,999,12,30.48,12.96,,Stockton Saint Mary's Girls Varsity,OZ play,2
74,1005,1017,12,12.56,21.83,,Stockton Saint Mary's Girls Varsity,OZ play,2
75,1019,1031,12,9.45,19.67,,Stockton Saint Mary's Girls Varsity,OZ play,2
76,1019,1031,12,48.31,17.08,,Stockton Saint Mary's Girls Varsity,OZ play,2
77,1062,1074,12,48.31,17.08,,Stockton Saint Mary's Girls Varsity,OZ play,2
78,1062,1074,12,48.31,17.08,,Stockton Saint Mary's Girls Varsity,Shots,2
79,1072,1084,12,43.45,16.61,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
80,1072,1084,12,43.45,16.61,,Pittsburgh Penguins Elite 19U Girls,Shots,2
81,1080,1092,12,54.18,3.13,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
82,1080,1092,12,54.18,3.13,,Pittsburgh Penguins Elite 19U Girls,Shots,2
83,1124,1136,12,43.91,1.23,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
84,1124,1136,12,43.91,1.23,,Pittsburgh Penguins Elite 19U Girls,Shots,2
85,1157,1169,12,51.98,11.2,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
86,1157,1169,12,51.98,11.2,,Pittsburgh Penguins Elite 19U Girls,Shots,2
87,1209,1221,12,39.42,15.38,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
88,1209,1221,12,39.42,15.38,,Pittsburgh Penguins Elite 19U Girls,Shots,2
89,1232,1244,12,52.07,21.54,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
90,1232,1244,12,52.07,21.54,,Pittsburgh Penguins Elite 19U Girls,Shots,2
91,1240,1252,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
92,1265,1277,12,49.09,20.34,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
93,1265,1277,12,49.09,20.34,,Pittsburgh Penguins Elite 19U Girls,Shots,2
94,1275,1287,12,50.6,13.57,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
95,1275,1287,12,50.6,13.57,,Pittsburgh Penguins Elite 19U Girls,Shots,2
96,1287,1299,12,36.58,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
97,1314,1326,12,54.45,6.93,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
98,1314,1326,12,54.45,6.93,,Pittsburgh Penguins Elite 19U Girls,Shots,2
99,1324,1336,12,53.9,9.78,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
100,1324,1336,12,53.9,9.78,,Pittsburgh Penguins Elite 19U Girls,Shots,2
101,1350,1362,12,54.54,23.25,,Stockton Saint Mary's Girls Varsity,OZ play,2
102,1350,1362,12,54.54,23.25,,Stockton Saint Mary's Girls Varsity,Shots,2
103,1388,1400,12,47.03,14.14,,Pittsburgh Penguins Elite 19U Girls,Goals,2
104,1388,1400,12,47.03,14.14,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
105,1388,1400,12,47.03,14.14,,Pittsburgh Penguins Elite 19U Girls,Shots,2
106,1394,1406,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
107,1444,1456,12,54.08,18.98,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
108,1444,1456,12,54.08,18.98,,Pittsburgh Penguins Elite 19U Girls,Shots,2
109,1456,1468,12,51.06,18.22,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
110,1456,1468,12,51.06,18.22,,Pittsburgh Penguins Elite 19U Girls,Shots,2
111,1464,1476,12,3.03,21.16,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
112,1473,1485,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
113,1524,1536,12,45.01,24.68,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
114,1524,1536,12,45.01,24.68,,Pittsburgh Penguins Elite 19U Girls,Shots,2
115,1529,1541,12,47.67,9.3,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
116,1529,1541,12,47.67,9.3,,Pittsburgh Penguins Elite 19U Girls,Shots,2
117,1564,1576,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
118,1589,1601,12,44.55,1.14,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
119,1604,1616,12,49.04,17.75,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
120,1604,1616,12,49.04,17.75,,Pittsburgh Penguins Elite 19U Girls,Shots,2
121,1607,1619,12,55.73,16.61,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
122,1607,1619,12,55.73,16.61,,Pittsburgh Penguins Elite 19U Girls,Shots,2
123,1611,1623,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
124,1624,1636,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
125,1631,1643,12,54.54,15.75,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
126,1631,1643,12,54.54,15.75,,Pittsburgh Penguins Elite 19U Girls,Shots,2
127,1656,1668,12,56.38,9.49,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
128,1656,1668,12,56.38,9.49,,Pittsburgh Penguins Elite 19U Girls,Shots,2
129,1662,1674,12,51.51,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
130,1672,1684,12,50.88,8.54,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
131,1672,1684,12,50.88,8.54,,Pittsburgh Penguins Elite 19U Girls,Shots,2
132,1694,1706,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
133,1723,1735,12,53.9,3.04,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
134,1723,1735,12,53.9,3.04,,Pittsburgh Penguins Elite 19U Girls,Shots,2
135,1776,1788,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
136,1843,1855,12,52.16,15.19,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
137,1843,1855,12,52.16,15.19,,Pittsburgh Penguins Elite 19U Girls,Shots,2
138,1856,1868,12,54.45,10.35,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
139,1856,1868,12,54.45,10.35,,Pittsburgh Penguins Elite 19U Girls,Shots,2
140,1862,1874,12,43.73,7.12,,Pittsburgh Penguins Elite 19U Girls,OZ play,2
141,1862,1874,12,43.73,7.12,,Pittsburgh Penguins Elite 19U Girls,Shots,2
142,1924,1936,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
143,1939,1951,12,40.33,5.31,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
144,1939,1951,12,40.33,5.31,,Pittsburgh Penguins Elite 19U Girls,Shots,3
145,1955,1967,12,57.02,10.91,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
146,1955,1967,12,57.02,10.91,,Pittsburgh Penguins Elite 19U Girls,Shots,3
147,1982,1994,12,36.58,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
148,2009,2021,12,47.21,13.86,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
149,2009,2021,12,47.21,13.86,,Pittsburgh Penguins Elite 19U Girls,Shots,3
150,2020,2032,12,45.56,21.26,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
151,2020,2032,12,45.56,21.26,,Pittsburgh Penguins Elite 19U Girls,Shots,3
152,2032,2044,12,51.09,24.74,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
153,2032,2044,12,51.09,24.74,,Pittsburgh Penguins Elite 19U Girls,Shots,3
154,2054,2066,12,47.03,14.71,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
155,2054,2066,12,47.03,14.71,,Pittsburgh Penguins Elite 19U Girls,Shots,3
156,2062,2074,12,52.34,18.51,,Pittsburgh Penguins Elite 19U Girls,Goals,3
157,2062,2074,12,52.34,18.51,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
158,2062,2074,12,52.34,18.51,,Pittsburgh Penguins Elite 19U Girls,Shots,3
159,2069,2081,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
160,2152,2164,12,54.91,4.18,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
161,2152,2164,12,54.91,4.18,,Pittsburgh Penguins Elite 19U Girls,Shots,3
162,2173,2185,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
163,2181,2193,12,44.18,4.46,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
164,2181,2193,12,44.18,4.46,,Pittsburgh Penguins Elite 19U Girls,Shots,3
165,2182,2194,12,54.91,11.29,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
166,2182,2194,12,54.91,11.29,,Pittsburgh Penguins Elite 19U Girls,Shots,3
167,2193,2205,12,54.54,13.19,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
168,2193,2205,12,54.54,13.19,,Pittsburgh Penguins Elite 19U Girls,Shots,3
169,2220,2232,12,48.03,18.41,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
170,2220,2232,12,48.03,18.41,,Pittsburgh Penguins Elite 19U Girls,Shots,3
171,2258,2270,12,53.53,14.52,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
172,2258,2270,12,53.53,14.52,,Pittsburgh Penguins Elite 19U Girls,Shots,3
173,2309,2321,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
174,2323,2335,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
175,2344,2356,12,48.77,13.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
176,2344,2356,12,48.77,13.67,,Pittsburgh Penguins Elite 19U Girls,Shots,3
177,2354,2366,12,44.18,18.32,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
178,2354,2366,12,44.18,18.32,,Pittsburgh Penguins Elite 19U Girls,Shots,3
179,2361,2373,12,45.47,20.12,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
180,2361,2373,12,45.47,20.12,,Pittsburgh Penguins Elite 19U Girls,Shots,3
181,2369,2381,12,9.45,6.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
182,2405,2417,12,48.95,18.51,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
183,2405,2417,12,48.95,18.51,,Pittsburgh Penguins Elite 19U Girls,Shots,3
184,2412,2424,12,51.51,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
185,2436,2448,12,54.45,3.8,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
186,2436,2448,12,54.45,3.8,,Pittsburgh Penguins Elite 19U Girls,Shots,3
187,2461,2473,12,53.81,8.64,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
188,2461,2473,12,53.81,8.64,,Pittsburgh Penguins Elite 19U Girls,Shots,3
189,2501,2513,12,44.09,22.97,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
190,2501,2513,12,44.09,22.97,,Pittsburgh Penguins Elite 19U Girls,Shots,3
191,2506,2518,12,8.53,25.25,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
192,2506,2518,12,52.43,0.66,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
193,2506,2518,12,52.71,1.33,,Stockton Saint Mary's Girls Varsity,OZ play,3
194,2522,2534,12,36.58,6.25,,Stockton Saint Mary's Girls Varsity,OZ play,3
195,2553,2565,12,50.42,12.72,,Stockton Saint Mary's Girls Varsity,OZ play,3
196,2553,2565,12,50.42,12.72,,Stockton Saint Mary's Girls Varsity,Shots,3
197,2567,2579,12,9.45,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
198,2590,2602,12,51.61,10.82,,Pittsburgh Penguins Elite 19U Girls,Goals,3
199,2590,2602,12,51.61,10.82,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
200,2590,2602,12,51.61,10.82,,Pittsburgh Penguins Elite 19U Girls,Shots,3
201,2604,2616,12,30.48,12.96,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
202,2613,2625,12,54.63,10.63,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
203,2613,2625,12,54.63,10.63,,Pittsburgh Penguins Elite 19U Girls,Shots,3
204,2614,2626,12,53.08,14.14,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
205,2614,2626,12,53.08,14.14,,Pittsburgh Penguins Elite 19U Girls,Shots,3
206,2643,2655,12,53.08,11.48,,Pittsburgh Penguins Elite 19U Girls,Goals,3
207,2643,2655,12,53.08,11.48,,Pittsburgh Penguins Elite 19U Girls,OZ play,3
208,2643,2655,12,53.08,11.48,,Pittsburgh Penguins Elite 19U Girls,Shots,3
