ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,1,13,12,30.48,12.96,,Bishop Kearney Selects 19U AAA,OZ play,1
2,44,56,12,49.23,7.78,,Bishop Kearney Selects 19U AAA,OZ play,1
3,44,56,12,49.23,7.78,,Bishop Kearney Selects 19U AAA,Shots,1
4,67,79,12,9.45,19.67,,Bishop Kearney Selects 19U AAA,OZ play,1
5,79,91,12,43.91,3.04,,Bishop Kearney Selects 19U AAA,OZ play,1
6,79,91,12,43.91,3.04,,Bishop Kearney Selects 19U AAA,Shots,1
7,105,117,12,9.45,19.67,,Chicago Mission 19U AAA,OZ play,1
8,105,117,12,49.23,18.22,,Chicago Mission 19U AAA,OZ play,1
9,111,123,12,49.23,18.22,,Chicago Mission 19U AAA,OZ play,1
10,111,123,12,49.23,18.22,,Chicago Mission 19U AAA,Shots,1
11,148,160,12,2,15,,Bishop Kearney Selects 19U AAA,OZ play,1
12,197,209,12,17.97,0.85,,Bishop Kearney Selects 19U AAA,OZ play,1
13,219,231,12,48.31,11.67,,Bishop Kearney Selects 19U AAA,OZ play,1
14,219,231,12,48.31,11.67,,Bishop Kearney Selects 19U AAA,Shots,1
15,240,252,12,9.45,19.67,,Chicago Mission 19U AAA,OZ play,1
16,250,262,12,54.08,23.44,,Chicago Mission 19U AAA,OZ play,1
17,250,262,12,54.08,23.44,,Chicago Mission 19U AAA,Shots,1
18,375,387,12,9.45,19.67,,Chicago Mission 19U AAA,OZ play,1
19,385,397,12,56.01,9.59,,Chicago Mission 19U AAA,OZ play,1
20,385,397,12,56.01,9.59,,Chicago Mission 19U AAA,Shots,1
21,546,558,12,30.48,12.96,,Bishop Kearney Selects 19U AAA,OZ play,2
22,550,562,12,50.97,5.88,,Bishop Kearney Selects 19U AAA,OZ play,2
23,550,562,12,50.97,5.88,,Bishop Kearney Selects 19U AAA,Shots,2
24,632,644,12,9.45,19.67,,Chicago Mission 19U AAA,OZ play,2
25,661,673,12,55.92,19.55,,Chicago Mission 19U AAA,OZ play,2
26,724,736,12,51.51,19.67,,Chicago Mission 19U AAA,OZ play,2
27,725,737,12,40.52,21.16,,Chicago Mission 19U AAA,OZ play,2
28,725,737,12,40.52,21.16,,Chicago Mission 19U AAA,Shots,2
29,834,846,12,36.58,6.25,,Chicago Mission 19U AAA,OZ play,2
30,875,887,12,52.25,19.08,,Chicago Mission 19U AAA,OZ play,2
31,875,887,12,52.25,19.08,,Chicago Mission 19U AAA,Shots,2
32,970,982,12,38.96,3.7,,Chicago Mission 19U AAA,OZ play,2
33,970,982,12,51.51,6.25,,Chicago Mission 19U AAA,OZ play,2
34,973,985,12,38.96,3.7,,Chicago Mission 19U AAA,OZ play,2
35,973,985,12,38.96,3.7,,Chicago Mission 19U AAA,Shots,2
36,1000,1012,12,20.08,21.16,,Bishop Kearney Selects 19U AAA,OZ play,2
37,1004,1016,12,56.1,7.5,,Bishop Kearney Selects 19U AAA,OZ play,2
38,1004,1016,12,56.1,7.5,,Bishop Kearney Selects 19U AAA,Shots,2
39,1040,1052,12,9.45,19.67,,Bishop Kearney Selects 19U AAA,OZ play,2
40,1072,1084,12,47.12,12.72,,Bishop Kearney Selects 19U AAA,Goals,2
41,1072,1084,12,47.12,12.72,,Bishop Kearney Selects 19U AAA,OZ play,2
42,1072,1084,12,47.12,12.72,,Bishop Kearney Selects 19U AAA,Shots,2
43,1109,1121,12,30.48,12.96,,Chicago Mission 19U AAA,OZ play,2
44,1143,1155,12,46.93,11.39,,Chicago Mission 19U AAA,OZ play,2
45,1143,1155,12,46.93,11.39,,Chicago Mission 19U AAA,Shots,2
46,1189,1201,12,9.45,6.25,,Bishop Kearney Selects 19U AAA,OZ play,2
