ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,37,49,12,9.45,6.25,,Little Caesars 19U AAA,OZ play,1
2,78,90,12,48.13,14.9,,Little Caesars 19U AAA,OZ play,1
3,78,90,12,48.13,14.9,,Little Caesars 19U AAA,Shots,1
4,89,101,12,2,15,,Little Caesars 19U AAA,OZ play,1
5,141,153,12,17.78,4.27,,Little Caesars 19U AAA,OZ play,1
6,147,159,12,51.51,19.67,,Little Caesars 19U AAA,OZ play,1
7,163,175,12,39.51,16.89,,Little Caesars 19U AAA,OZ play,1
8,163,175,12,39.51,16.89,,Little Caesars 19U AAA,Shots,1
9,166,178,12,9.45,6.25,,Little Caesars 19U AAA,OZ play,1
10,188,200,12,56.19,5.88,,Little Caesars 19U AAA,OZ play,1
11,188,200,12,56.19,5.88,,Little Caesars 19U AAA,Shots,1
12,194,206,12,40.61,15.19,,Little Caesars 19U AAA,OZ play,1
13,194,206,12,40.61,15.19,,Little Caesars 19U AAA,Shots,1
14,218,230,12,9.45,6.25,,Little Caesars 19U AAA,OZ play,1
15,225,237,12,2,15,,Little Caesars 19U AAA,OZ play,1
16,233,245,12,53.81,16.04,,Little Caesars 19U AAA,OZ play,1
17,233,245,12,53.81,16.04,,Little Caesars 19U AAA,Shots,1
18,240,252,12,54.27,12.15,,Little Caesars 19U AAA,OZ play,1
19,240,252,12,54.27,12.15,,Little Caesars 19U AAA,Shots,1
20,257,269,12,36.58,19.67,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
21,257,269,12,48.86,20.5,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
22,290,302,12,48.86,20.5,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
23,290,302,12,48.86,20.5,,Pittsburgh Penguins Elite 19U Girls,Shots,1
24,302,314,12,2,15,,Little Caesars 19U AAA,OZ play,1
25,344,356,12,46.93,8.73,,Little Caesars 19U AAA,OZ play,1
26,344,356,12,46.93,8.73,,Little Caesars 19U AAA,Shots,1
27,359,371,12,48.22,18.98,,Little Caesars 19U AAA,OZ play,1
28,359,371,12,48.22,18.98,,Little Caesars 19U AAA,Shots,1
29,366,378,12,45.65,17.94,,Little Caesars 19U AAA,OZ play,1
30,366,378,12,45.65,17.94,,Little Caesars 19U AAA,Shots,1
31,371,383,12,51.51,19.67,,Little Caesars 19U AAA,OZ play,1
32,371,383,12,52.89,22.59,,Little Caesars 19U AAA,OZ play,1
33,433,445,12,52.89,22.59,,Little Caesars 19U AAA,OZ play,1
34,433,445,12,52.89,22.59,,Little Caesars 19U AAA,Shots,1
35,474,486,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
36,482,494,12,2,15,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
37,520,532,12,35.2,25.06,,Pittsburgh Penguins Elite 19U Girls,OZ play,1
