ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,2,14,12,30.48,12.96,,Connecticut Jr. Rangers 14U AAA,OZ play,1
2,43,55,12,39.51,23.16,,Connecticut Jr. Rangers 14U AAA,OZ play,1
3,43,55,12,39.51,23.16,,Connecticut Jr. Rangers 14U AAA,Shots,1
4,83,95,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
5,84,96,12,47.67,16.61,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
6,84,96,12,47.67,16.61,,Pittsburgh Penguins Elite 14U Girls,Shots,1
7,105,117,12,42.9,22.78,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
8,105,117,12,42.9,22.78,,Pittsburgh Penguins Elite 14U Girls,Shots,1
9,124,136,12,40.24,4.18,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
10,124,136,12,40.24,4.18,,Pittsburgh Penguins Elite 14U Girls,Shots,1
11,145,157,12,2,15,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
12,163,175,12,0.92,9.02,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
13,196,208,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
14,200,212,12,48.03,5.79,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
15,200,212,12,48.03,5.79,,Pittsburgh Penguins Elite 14U Girls,Shots,1
16,249,261,12,51.51,6.25,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
17,264,276,12,45.19,19.65,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
18,264,276,12,45.19,19.65,,Pittsburgh Penguins Elite 14U Girls,Shots,1
19,267,279,12,55.83,9.02,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
20,267,279,12,55.83,9.02,,Pittsburgh Penguins Elite 14U Girls,Shots,1
21,322,334,12,55.46,14.71,,Connecticut Jr. Rangers 14U AAA,OZ play,1
22,322,334,12,55.46,14.71,,Connecticut Jr. Rangers 14U AAA,Shots,1
23,326,338,12,46.38,13.19,,Connecticut Jr. Rangers 14U AAA,OZ play,1
24,326,338,12,46.38,13.19,,Connecticut Jr. Rangers 14U AAA,Shots,1
25,349,361,12,9.45,6.25,,Connecticut Jr. Rangers 14U AAA,OZ play,1
26,408,420,12,43.18,9.78,,Connecticut Jr. Rangers 14U AAA,OZ play,1
27,408,420,12,43.18,9.78,,Connecticut Jr. Rangers 14U AAA,Shots,1
28,442,454,12,48.77,8.16,,Connecticut Jr. Rangers 14U AAA,OZ play,1
29,442,454,12,48.77,8.16,,Connecticut Jr. Rangers 14U AAA,Shots,1
30,454,466,12,40.79,17.27,,Connecticut Jr. Rangers 14U AAA,OZ play,1
31,454,466,12,40.79,17.27,,Connecticut Jr. Rangers 14U AAA,Shots,1
32,554,566,12,51.51,19.67,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
33,557,569,12,50.23,14.43,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
34,557,569,12,50.23,14.43,,Pittsburgh Penguins Elite 14U Girls,Shots,1
35,564,576,12,51.79,15.47,,Pittsburgh Penguins Elite 14U Girls,OZ play,1
36,564,576,12,51.79,15.47,,Pittsburgh Penguins Elite 14U Girls,Shots,1
